5,1.3902621269226074
10,1.416797399520874
15,1.406313180923462
20,1.4488565921783447
25,1.4492640495300293
30,1.4358634948730469
35,1.4576449394226074
40,1.4847869873046875
45,1.4603455066680908
50,1.4680263996124268
55,1.472139835357666
60,1.4892733097076416
65,1.503319263458252
70,1.5095415115356445
75,1.525632381439209
80,1.5521605014801025
85,1.5591282844543457
90,1.5860264301300049
5,1.4408562183380127
10,1.405158519744873
15,1.403550624847412
20,1.4442217350006104
25,1.4399681091308594
30,1.4556386470794678
35,1.4534826278686523
40,1.470395565032959
45,1.4591288566589355
50,1.4677350521087646
55,1.4775938987731934
60,1.495368480682373
65,1.530850887298584
