sensor ID,norm_secs (secs),time (days)
5.100000000000000000e+01,1.221127795491631787e+02,3.946334082769425004e+04
5.100000000000000000e+01,1.254131249423838028e+02,3.946334086589269282e+04
5.000000000000000000e+00,1.386145065152662994e+02,3.946334101868646394e+04
5.000000000000000000e+00,1.419148519084869235e+02,3.946334105688490672e+04
5.000000000000000000e+00,8.019839305526121507e+02,3.946335222203619196e+04
5.000000000000000000e+00,8.052842759458328601e+02,3.946335226023463474e+04
5.000000000000000000e+00,8.085846213390534558e+02,3.946335229843307752e+04
5.100000000000000000e+01,8.448884206644803498e+02,3.946335271861594083e+04
5.100000000000000000e+01,8.481887660577009456e+02,3.946335275681438361e+04
5.100000000000000000e+01,8.514891114509216550e+02,3.946335279501282639e+04
5.100000000000000000e+01,8.547894568441422507e+02,3.946335283321126190e+04
5.100000000000000000e+01,8.580898022373628464e+02,3.946335287140970468e+04
5.100000000000000000e+01,8.613901476305834422e+02,3.946335290960814746e+04
5.100000000000000000e+01,8.646904930238041516e+02,3.946335294780659024e+04
5.100000000000000000e+01,8.679908384170247473e+02,3.946335298600503302e+04
5.100000000000000000e+01,8.712911838102453430e+02,3.946335302420347580e+04
5.100000000000000000e+01,8.745915292034659387e+02,3.946335306240191858e+04
5.100000000000000000e+01,8.778918745966866481e+02,3.946335310060036136e+04
5.100000000000000000e+01,8.811922199899072439e+02,3.946335313879880414e+04
5.100000000000000000e+01,8.844925653831278396e+02,3.946335317699724692e+04
5.100000000000000000e+01,8.877929107763485490e+02,3.946335321519568242e+04
5.100000000000000000e+01,8.910932561695691447e+02,3.946335325339412520e+04
5.100000000000000000e+01,8.943936015627897405e+02,3.946335329159256798e+04
5.100000000000000000e+01,8.976939469560103362e+02,3.946335332979101076e+04
5.100000000000000000e+01,9.009942923492310456e+02,3.946335336798945355e+04
5.100000000000000000e+01,9.042946377424516413e+02,3.946335340618789633e+04
5.000000000000000000e+00,1.349841265827236157e+03,3.951803242316887190e+04
5.100000000000000000e+01,1.356441956613677348e+03,3.951927165183123725e+04
5.100000000000000000e+01,1.452151973017075534e+03,3.955089206802524859e+04
5.100000000000000000e+01,1.455452318410296130e+03,3.955415928701664961e+04
5.000000000000000000e+00,1.465353354589958144e+03,3.956396094399087451e+04
5.000000000000000000e+00,1.468653699983178740e+03,3.956722816298228281e+04
5.000000000000000000e+00,3.722789603552866538e+03,3.959324105312046595e+04
5.000000000000000000e+00,3.726089948946087134e+03,3.959324109131890873e+04
5.100000000000000000e+01,3.735990985125748921e+03,3.959324120591423707e+04
5.100000000000000000e+01,3.739291330518969517e+03,3.959324124411267258e+04
5.100000000000000000e+01,4.541275261071581554e+03,3.959334437818596052e+04
5.000000000000000000e+00,4.584179751183450207e+03,3.959334487476570212e+04
5.000000000000000000e+00,4.597381132756332590e+03,3.959334515875636862e+04
5.000000000000000000e+00,4.600681478149553186e+03,3.959334527742016508e+04
5.000000000000000000e+00,4.603981823542773782e+03,3.959334539608396153e+04
5.000000000000000000e+00,4.607282168935994378e+03,3.959334551474775799e+04
5.000000000000000000e+00,4.610582514329214973e+03,3.959334563341155445e+04
5.000000000000000000e+00,4.613882859722435569e+03,3.959334575207535090e+04
5.000000000000000000e+00,4.617183205115656165e+03,3.959334587073914736e+04
5.000000000000000000e+00,4.620483550508876760e+03,3.959334598940294381e+04
5.000000000000000000e+00,4.623783895902097356e+03,3.959334610806674027e+04
5.000000000000000000e+00,4.940617053651277274e+03,3.959335064834554214e+04
5.000000000000000000e+00,4.943917399044497870e+03,3.959335068654398492e+04
5.000000000000000000e+00,4.947217744437719375e+03,3.959335072474242043e+04
5.100000000000000000e+01,4.950518089830939971e+03,3.959335076294086321e+04
5.100000000000000000e+01,5.148538813424177533e+03,3.959335305484738637e+04
5.000000000000000000e+00,5.165040540390280512e+03,3.959335324583960028e+04
5.100000000000000000e+01,5.171641231176721703e+03,3.959335332223648584e+04
5.000000000000000000e+00,5.346559537017415096e+03,3.959335636990210332e+04
5.100000000000000000e+01,5.356460573197076883e+03,3.959335648449743167e+04
5.100000000000000000e+01,5.359760918590297479e+03,3.959335652269587445e+04
5.000000000000000000e+00,5.363061263983518074e+03,3.959335656089431723e+04
5.000000000000000000e+00,5.366361609376738670e+03,3.959335659909276001e+04
5.000000000000000000e+00,5.425767826454709393e+03,3.959335728666471550e+04
5.100000000000000000e+01,5.429068171847929989e+03,3.959335732486315828e+04
5.100000000000000000e+01,5.435668862634371180e+03,3.959335740126004384e+04
5.100000000000000000e+01,5.438969208027592686e+03,3.959335743945848662e+04
5.100000000000000000e+01,5.442269553420813281e+03,3.959335747765692213e+04
5.000000000000000000e+00,5.452170589600475068e+03,3.959335759225225047e+04
5.000000000000000000e+00,5.475273007353019239e+03,3.959335785964134266e+04
5.100000000000000000e+01,5.478573352746239834e+03,3.959335789783978544e+04
5.100000000000000000e+01,5.495075079712342813e+03,3.959335808883199934e+04
5.100000000000000000e+01,5.765703401956434391e+03,3.959454370258574636e+04
5.100000000000000000e+01,5.769003747349654986e+03,3.959454374078418914e+04
5.100000000000000000e+01,5.772304092742875582e+03,3.959454377898263192e+04
5.000000000000000000e+00,5.782205128922537369e+03,3.959454389357795299e+04
5.000000000000000000e+00,5.785505474315757965e+03,3.959454393177639577e+04
5.000000000000000000e+00,5.788805819708978561e+03,3.959454396997483855e+04
5.000000000000000000e+00,6.059434141953070139e+03,3.959454733835827938e+04
5.100000000000000000e+01,6.168345539929350707e+03,3.959454978241845674e+04
5.100000000000000000e+01,6.171645885322571303e+03,3.959454989882199880e+04
5.100000000000000000e+01,6.174946230715791899e+03,3.959455001522553357e+04
5.100000000000000000e+01,6.178246576109012494e+03,3.959455013162907562e+04
5.100000000000000000e+01,6.181546921502233090e+03,3.959455024803261040e+04
5.100000000000000000e+01,6.184847266895453686e+03,3.959455036443615245e+04
5.000000000000000000e+00,6.260755210939528297e+03,3.959455127031513985e+04
5.000000000000000000e+00,6.264055556332748893e+03,3.959455130851358263e+04
5.000000000000000000e+00,6.267355901725969488e+03,3.959455134671202541e+04
5.000000000000000000e+00,6.270656247119190084e+03,3.959455138491046819e+04
5.000000000000000000e+00,6.273956592512410680e+03,3.959455142310890369e+04
5.000000000000000000e+00,6.277256937905631275e+03,3.959455146130734647e+04
5.100000000000000000e+01,6.369666608915808865e+03,3.959455253086372977e+04
5.100000000000000000e+01,6.372966954309029461e+03,3.959455256906216528e+04
5.100000000000000000e+01,6.409270753634456014e+03,3.959455304956780310e+04
5.100000000000000000e+01,6.412571099027676610e+03,3.959455309929358918e+04
5.100000000000000000e+01,6.415871444420897205e+03,3.959455314901936799e+04
5.100000000000000000e+01,6.419171789814118711e+03,3.959455319874514680e+04
5.100000000000000000e+01,6.422472135207339306e+03,3.959455324847093289e+04
5.100000000000000000e+01,6.425772480600559902e+03,3.959455329819671169e+04
5.100000000000000000e+01,6.570987677902267023e+03,3.959455765342681843e+04
5.100000000000000000e+01,6.574288023295487619e+03,3.959455805236320884e+04
5.100000000000000000e+01,6.577588368688708215e+03,3.959455845129960653e+04
5.100000000000000000e+01,6.580888714081928811e+03,3.959455885023599694e+04
5.100000000000000000e+01,6.584189059475149406e+03,3.959455924917239463e+04
5.000000000000000000e+00,6.617192513407356273e+03,3.959456302074686391e+04
5.000000000000000000e+00,6.620492858800576869e+03,3.959456305894530669e+04
5.000000000000000000e+00,6.623793204193797465e+03,3.959456309714374947e+04
5.000000000000000000e+00,6.689800112058209379e+03,3.959456386111259053e+04
5.000000000000000000e+00,6.693100457451429975e+03,3.959456389931103331e+04
5.000000000000000000e+00,6.696400802844650570e+03,3.959456393750947609e+04
5.000000000000000000e+00,6.699701148237871166e+03,3.959456397570791887e+04
5.000000000000000000e+00,6.703001493631091762e+03,3.959456401390636165e+04
5.000000000000000000e+00,6.706301839024312358e+03,3.959456405210479716e+04
5.000000000000000000e+00,6.709602184417532953e+03,3.959456409030323994e+04
5.000000000000000000e+00,6.712902529810754459e+03,3.959456412850168272e+04
5.000000000000000000e+00,6.716202875203975054e+03,3.959456416670012550e+04
5.000000000000000000e+00,6.719503220597195650e+03,3.959456420489856828e+04
5.000000000000000000e+00,6.722803565990416246e+03,3.959456424309701106e+04
5.000000000000000000e+00,6.726103911383636841e+03,3.959456428129545384e+04
5.000000000000000000e+00,6.729404256776857437e+03,3.959456431949389662e+04
5.000000000000000000e+00,6.732704602170078033e+03,3.959456435769233940e+04
5.000000000000000000e+00,6.736004947563298629e+03,3.959456439589078218e+04
5.000000000000000000e+00,6.739305292956519224e+03,3.959456443408921768e+04
5.000000000000000000e+00,6.742605638349739820e+03,3.959456447228766046e+04
5.000000000000000000e+00,6.745905983742960416e+03,3.959456451048610325e+04
5.000000000000000000e+00,6.749206329136181012e+03,3.959456454868454603e+04
5.000000000000000000e+00,6.752506674529401607e+03,3.959456458688298881e+04
5.000000000000000000e+00,6.755807019922622203e+03,3.959456462508143159e+04
5.000000000000000000e+00,6.759107365315842799e+03,3.959456466327987437e+04
5.000000000000000000e+00,6.762407710709063394e+03,3.959456470147831715e+04
5.000000000000000000e+00,6.765708056102283990e+03,3.959456473967675993e+04
5.000000000000000000e+00,6.769008401495504586e+03,3.959456477787520271e+04
5.000000000000000000e+00,6.772308746888725182e+03,3.959456481607363821e+04
5.000000000000000000e+00,6.775609092281945777e+03,3.959456485427208099e+04
5.000000000000000000e+00,6.778909437675166373e+03,3.959456489247052377e+04
5.000000000000000000e+00,6.782209783068386969e+03,3.959456493066896655e+04
5.000000000000000000e+00,6.785510128461607565e+03,3.959456496886740933e+04
5.000000000000000000e+00,6.788810473854828160e+03,3.959456500706585211e+04
5.000000000000000000e+00,6.792110819248048756e+03,3.959456504526429489e+04
5.000000000000000000e+00,6.795411164641269352e+03,3.959456508346273768e+04
5.000000000000000000e+00,6.798711510034489947e+03,3.959456512166118046e+04
5.000000000000000000e+00,6.802011855427710543e+03,3.959456515985962324e+04
5.000000000000000000e+00,6.805312200820931139e+03,3.959456519805805874e+04
5.000000000000000000e+00,6.808612546214152644e+03,3.959456523625650152e+04
5.000000000000000000e+00,6.811912891607373240e+03,3.959456527445494430e+04
5.000000000000000000e+00,6.815213237000593836e+03,3.959456531265338708e+04
5.000000000000000000e+00,6.881220144865005750e+03,3.959456607662222814e+04
5.000000000000000000e+00,6.894421526437888133e+03,3.959456622941599926e+04
5.000000000000000000e+00,6.897721871831108729e+03,3.959456626761444204e+04
5.000000000000000000e+00,6.901022217224329324e+03,3.959456630581288482e+04
5.000000000000000000e+00,6.904322562617549920e+03,3.959456634401132033e+04
5.000000000000000000e+00,6.907622908010771425e+03,3.959456638220976311e+04
5.000000000000000000e+00,6.910923253403992021e+03,3.959456642040820589e+04
5.000000000000000000e+00,6.914223598797212617e+03,3.959456645860664867e+04
5.000000000000000000e+00,6.917523944190433212e+03,3.959456649680509145e+04
5.000000000000000000e+00,6.920824289583653808e+03,3.959456653500353423e+04
5.000000000000000000e+00,6.924124634976874404e+03,3.959456657320197701e+04
5.000000000000000000e+00,6.927424980370095000e+03,3.959456661140041979e+04
5.000000000000000000e+00,6.930725325763315595e+03,3.959456664959886257e+04
5.000000000000000000e+00,6.934025671156536191e+03,3.959456668779730535e+04
5.000000000000000000e+00,6.937326016549756787e+03,3.959456672599574085e+04
5.000000000000000000e+00,6.940626361942977383e+03,3.959456676419418363e+04
5.000000000000000000e+00,6.943926707336197978e+03,3.959456680239262641e+04
5.000000000000000000e+00,6.947227052729418574e+03,3.959456684059106919e+04
5.000000000000000000e+00,6.950527398122639170e+03,3.959456687878951197e+04
5.000000000000000000e+00,6.953827743515859765e+03,3.959456691698795476e+04
5.000000000000000000e+00,7.092442250031125695e+03,3.959456852132252243e+04
5.000000000000000000e+00,7.095742595424346291e+03,3.959456855952096521e+04
5.000000000000000000e+00,7.099042940817566887e+03,3.959456859771940799e+04
5.000000000000000000e+00,7.102343286210788392e+03,3.959456863591784349e+04
5.000000000000000000e+00,7.105643631604008988e+03,3.959456867411628627e+04
5.000000000000000000e+00,7.108943976997229584e+03,3.959456871231472905e+04
5.100000000000000000e+01,7.161749503288759115e+03,3.959456932348980627e+04
5.100000000000000000e+01,7.165049848681979711e+03,3.959456936168824905e+04
5.100000000000000000e+01,7.168350194075200307e+03,3.959456939988668455e+04
5.100000000000000000e+01,7.171650539468420902e+03,3.959456943808512733e+04
5.100000000000000000e+01,7.174950884861641498e+03,3.959456947628357011e+04
5.100000000000000000e+01,7.178251230254862094e+03,3.959456951448201289e+04
