sensor ID,norm_secs (secs),time (days)
5.100000000000000000e+01,2.975704284457811255e+01,3.958445721941022202e+04
5.000000000000000000e+00,3.636971903226213954e+01,3.958445729594582372e+04
5.000000000000000000e+00,1.319228899442962984e+03,3.958457244477878703e+04
5.100000000000000000e+01,1.329147913724489172e+03,3.958457255958219321e+04
2.300000000000000000e+01,1.461401437478169555e+03,3.960444956483127316e+04
5.000000000000000000e+00,1.808566937331580903e+03,3.960445491396876605e+04
5.000000000000000000e+00,1.811873275425422889e+03,3.960445495223657053e+04
5.100000000000000000e+01,1.818485951613106863e+03,3.960445502877217223e+04
