sensor ID,norm_secs (secs),time (days)
5.100000000000000000e+01,2.645100950359451986e+01,3.958445718114594638e+04
5.000000000000000000e+00,3.306376187949314982e+01,3.958445725768243574e+04
5.000000000000000000e+00,3.703141330503232780e+02,3.958446375998148142e+04
5.100000000000000000e+01,4.066842711177657179e+02,3.958446569426236965e+04
5.000000000000000000e+00,4.132970234936643692e+02,3.958446577079885901e+04
5.000000000000000000e+00,4.166033996816136664e+02,3.958446580906710005e+04
5.000000000000000000e+00,2.040034107964727355e+03,3.958457247145962901e+04
5.100000000000000000e+01,2.049953236528575417e+03,3.958457258626435942e+04
5.000000000000000000e+00,3.041866092913369812e+03,3.960445494868170499e+04
