sensor ID,norm_secs (secs),time (days)
5.000000000000000000e+00,1.824938470415021129e+03,3.979825840762136795e+04
5.100000000000000000e+01,1.831538609548529394e+03,3.979825848401186522e+04
5.100000000000000000e+01,1.950341113951677244e+03,3.979832963184183609e+04
5.000000000000000000e+00,1.953641183518431262e+03,3.979832967003708472e+04
2.300000000000000000e+01,3.451872766824795690e+03,3.979848129864344810e+04
5.000000000000000000e+00,5.445114785144276539e+03,3.980131786160654883e+04
5.100000000000000000e+01,5.521016385179620556e+03,3.980134001167976385e+04
5.000000000000000000e+00,5.534216663446637540e+03,3.980134787577961833e+04
5.000000000000000000e+00,5.537516733013391786e+03,3.980134984180457832e+04
2.300000000000000000e+01,7.075349151120804891e+03,3.980314415045393980e+04
2.300000000000000000e+01,7.118250055488608268e+03,3.980315683094420820e+04
5.000000000000000000e+00,7.791464247106446237e+03,3.980318613951757288e+04
5.100000000000000000e+01,7.794764316673200483e+03,3.980318617771282152e+04
5.100000000000000000e+01,7.966367934144413994e+03,3.980319789037038572e+04
5.000000000000000000e+00,8.467978508291038452e+03,3.980421788428047876e+04
5.100000000000000000e+01,8.474578647424546944e+03,3.980423298453220923e+04
5.100000000000000000e+01,8.537279969192873978e+03,3.980427684895872517e+04
5.000000000000000000e+00,8.543880108326382469e+03,3.980427692534922244e+04
5.000000000000000000e+00,8.547180177893136715e+03,3.980427696354447107e+04
5.000000000000000000e+00,9.131292491208614592e+03,3.980428591588613926e+04
5.000000000000000000e+00,9.134592560775367019e+03,3.980428595408138790e+04
5.100000000000000000e+01,9.151092908609138249e+03,3.980428614505763835e+04
5.100000000000000000e+01,9.154392978175892495e+03,3.980428618325288699e+04
5.100000000000000000e+01,9.266595343445531398e+03,3.980429670652538334e+04
5.100000000000000000e+01,9.269895413012285644e+03,3.980429765519037028e+04
5.000000000000000000e+00,9.276495552145794136e+03,3.980429955252035143e+04
5.000000000000000000e+00,9.279795621712548382e+03,3.980430050118534564e+04
5.000000000000000000e+00,9.679104039289795764e+03,3.980431853071892692e+04
5.000000000000000000e+00,9.682404108856550010e+03,3.980431856891417556e+04
5.000000000000000000e+00,9.685704178423304256e+03,3.980431860710942419e+04
5.100000000000000000e+01,9.702204526257073667e+03,3.980431879808567464e+04
5.100000000000000000e+01,9.705504595823827913e+03,3.980431883628092328e+04
5.100000000000000000e+01,9.764905848025402520e+03,3.980431952379542054e+04
5.100000000000000000e+01,9.768205917592156766e+03,3.980431956199066917e+04
5.100000000000000000e+01,9.771505987158911012e+03,3.980431960018591781e+04
5.100000000000000000e+01,9.774806056725665258e+03,3.980431963838116644e+04
5.100000000000000000e+01,9.778106126292419503e+03,3.980431967657641508e+04
5.100000000000000000e+01,9.781406195859173749e+03,3.980431971477166371e+04
5.000000000000000000e+00,9.804506682826451652e+03,3.980431998213841143e+04
5.000000000000000000e+00,9.807806752393205898e+03,3.980432002033366007e+04
5.000000000000000000e+00,9.811106821959960143e+03,3.980432005852891598e+04
5.000000000000000000e+00,9.814406891526714389e+03,3.980432009672416461e+04
5.000000000000000000e+00,9.817706961093468635e+03,3.980432013491941325e+04
5.000000000000000000e+00,9.821007030660222881e+03,3.980432017311466188e+04
5.000000000000000000e+00,9.824307100226977127e+03,3.980432021130991052e+04
5.000000000000000000e+00,9.827607169793729554e+03,3.980432024950515915e+04
5.000000000000000000e+00,9.830907239360483800e+03,3.980432028770040779e+04
5.000000000000000000e+00,9.834207308927238046e+03,3.980432032589566370e+04
5.000000000000000000e+00,9.837507378493992292e+03,3.980432036409091234e+04
5.000000000000000000e+00,9.840807448060746538e+03,3.980432040228616097e+04
2.300000000000000000e+01,1.108823374429379874e+04,3.980434246439606795e+04
2.300000000000000000e+01,1.187365030118127652e+04,3.980510591956453572e+04
5.100000000000000000e+01,1.301877444084495255e+04,3.980531355815417191e+04
5.000000000000000000e+00,1.302867464954521347e+04,3.980531367273992510e+04
5.000000000000000000e+00,1.303197471911196772e+04,3.980531371093517373e+04
5.000000000000000000e+00,1.346428383235675574e+04,3.980585081366566737e+04
5.100000000000000000e+01,1.347088397149026423e+04,3.980589857142528490e+04
5.100000000000000000e+01,1.357318612805964221e+04,3.980604948583587247e+04
5.100000000000000000e+01,1.357648619762639646e+04,3.980604952403112111e+04
5.100000000000000000e+01,1.357978626719315071e+04,3.980604956222636974e+04
5.000000000000000000e+00,1.358638640632665738e+04,3.980604963861687429e+04
5.000000000000000000e+00,1.358968647589341163e+04,3.980604967681212293e+04
5.000000000000000000e+00,1.487011346779400628e+04,3.980721288453550369e+04
5.100000000000000000e+01,1.493281478956233332e+04,3.980728978801963967e+04
5.000000000000000000e+00,1.577433252908463146e+04,3.980733550431297772e+04
5.100000000000000000e+01,1.578423273778489420e+04,3.980733561889873090e+04
5.100000000000000000e+01,1.578753280735164662e+04,3.980733565709397953e+04
5.100000000000000000e+01,1.579083287691840087e+04,3.980733569528922817e+04
5.100000000000000000e+01,1.579413294648515512e+04,3.980733573348447680e+04
5.100000000000000000e+01,1.579743301605190936e+04,3.980733577167972544e+04
5.000000000000000000e+00,1.599543719005715684e+04,3.980736520888078667e+04
2.300000000000000000e+01,1.615054045969459912e+04,3.980736700405751617e+04
2.300000000000000000e+01,1.625614268583073135e+04,3.980740242040278827e+04
2.300000000000000000e+01,1.694255715571558540e+04,3.980748138781559828e+04
2.300000000000000000e+01,1.694585722528233964e+04,3.980748142601084692e+04
2.300000000000000000e+01,1.695575743398260238e+04,3.980748154059659282e+04
2.300000000000000000e+01,1.695905750354935662e+04,3.980748157879184873e+04
2.300000000000000000e+01,1.696235757311611087e+04,3.980748161698709737e+04
2.300000000000000000e+01,1.696565764268286512e+04,3.980748165518234600e+04
2.300000000000000000e+01,1.696895771224961936e+04,3.980748169337759464e+04
2.300000000000000000e+01,1.700195840791715818e+04,3.980748207533008826e+04
2.300000000000000000e+01,1.735506585155984794e+04,3.980801838187882095e+04
2.300000000000000000e+01,1.850349006079027822e+04,3.980826809826608223e+04
2.300000000000000000e+01,1.850679013035703247e+04,3.980826813646133087e+04
2.300000000000000000e+01,1.867839374782824598e+04,3.980827012261431082e+04
2.300000000000000000e+01,1.868169381739500022e+04,3.980827016080955946e+04
2.300000000000000000e+01,1.871139444349578480e+04,3.980827050456680445e+04
5.000000000000000000e+00,1.889289826966726105e+04,3.980827260530553758e+04
5.100000000000000000e+01,1.889949840880076954e+04,3.980827268169603485e+04
5.100000000000000000e+01,1.910080265237277126e+04,3.980834145107385120e+04
5.100000000000000000e+01,1.936150814814634577e+04,3.980834446849857341e+04
5.000000000000000000e+00,2.030532804423802008e+04,3.980839404372889112e+04
5.100000000000000000e+01,2.031192818337152858e+04,3.980839412011938839e+04
2.300000000000000000e+01,2.086963994015297067e+04,3.980879484123767907e+04
2.300000000000000000e+01,2.087294000971972491e+04,3.980881346769109950e+04
5.100000000000000000e+01,2.139765107083362818e+04,3.980924358705100167e+04
5.000000000000000000e+00,2.163195601007317237e+04,3.980933869902940933e+04
5.000000000000000000e+00,2.163525607963992661e+04,3.980933873722465796e+04
2.300000000000000000e+01,2.518943100303409665e+04,3.981610685776786704e+04
2.300000000000000000e+01,2.519273107260085089e+04,3.981610689596311568e+04
2.300000000000000000e+01,2.680976516031036590e+04,3.981641795055536932e+04
5.000000000000000000e+00,2.828819632621620258e+04,3.981740668450180965e+04
5.100000000000000000e+01,2.829149639578295682e+04,3.981742242576619174e+04
5.100000000000000000e+01,2.840369876105259755e+04,3.981747475091341767e+04
5.100000000000000000e+01,2.840699883061935179e+04,3.981747478910866630e+04
5.000000000000000000e+00,2.842019910888636878e+04,3.981747494188966084e+04
5.000000000000000000e+00,2.842349917845312302e+04,3.981747498008490948e+04
5.000000000000000000e+00,2.989533020522545485e+04,3.981808296236202295e+04
5.100000000000000000e+01,2.990193034435896334e+04,3.981808311408098962e+04
5.100000000000000000e+01,2.996793173569404462e+04,3.981808403856351651e+04
5.100000000000000000e+01,2.997123180526079886e+04,3.981808407675876515e+04
5.000000000000000000e+00,2.997783194439430736e+04,3.981808415314926970e+04
2.300000000000000000e+01,3.015603570099902936e+04,3.981809324658625701e+04
2.300000000000000000e+01,3.375971166789451672e+04,3.981818397039148113e+04
5.000000000000000000e+00,3.492133615539196035e+04,3.981825417565179669e+04
5.100000000000000000e+01,3.535364526863674837e+04,3.981825917922949884e+04
5.100000000000000000e+01,3.536024540777025686e+04,3.981825925561999611e+04
5.100000000000000000e+01,3.536354547733700747e+04,3.981825929381525202e+04
5.100000000000000000e+01,3.536684554690376535e+04,3.981825933201050066e+04
5.100000000000000000e+01,3.537014561647051596e+04,3.981825937020574929e+04
5.100000000000000000e+01,3.537344568603727384e+04,3.981825940840099793e+04
5.100000000000000000e+01,3.561435076441032288e+04,3.981827507130699814e+04
5.000000000000000000e+00,3.562095090354383137e+04,3.981827514769750269e+04
5.000000000000000000e+00,4.568946315171060996e+04,3.982123884899701079e+04
5.000000000000000000e+00,4.569276322127736057e+04,3.982123888719225943e+04
5.100000000000000000e+01,4.569936336041086906e+04,3.982123896358275670e+04
5.000000000000000000e+00,4.575546454304569488e+04,3.982127144654886797e+04
2.300000000000000000e+01,4.766950489176307747e+04,3.982211165295247338e+04
5.000000000000000000e+00,4.850112242258511105e+04,3.982218938128041191e+04
5.100000000000000000e+01,4.850442249215186166e+04,3.982218941947566782e+04
5.100000000000000000e+01,4.865292562265579909e+04,3.982219136245178379e+04
5.100000000000000000e+01,4.867932617918983306e+04,3.982219166801378014e+04
5.000000000000000000e+00,4.868262624875658366e+04,3.982219170620903606e+04
5.000000000000000000e+00,4.969904767531684774e+04,3.982245926293863886e+04
5.000000000000000000e+00,4.970234774488360563e+04,3.982245930113388749e+04
5.100000000000000000e+01,4.972214816228413110e+04,3.982245953030538658e+04
5.100000000000000000e+01,4.975844892751842417e+04,3.982245995045312884e+04
5.100000000000000000e+01,4.976174899708517478e+04,3.982245998864837748e+04
5.100000000000000000e+01,4.976504906665193266e+04,3.982246002684362611e+04
5.100000000000000000e+01,4.980794997101973422e+04,3.982259259534402372e+04
5.000000000000000000e+00,4.981455011015324271e+04,3.982263190151422896e+04
5.000000000000000000e+00,5.131608176302636275e+04,3.982320612287057156e+04
5.000000000000000000e+00,5.131938183259311336e+04,3.982320774963506119e+04
5.000000000000000000e+00,5.138208315436144767e+04,3.982323694216048898e+04
2.300000000000000000e+01,5.663249383506723098e+04,3.985958595097325451e+04
2.300000000000000000e+01,5.719350566141542367e+04,3.986006727483707073e+04
2.300000000000000000e+01,5.731560823538532713e+04,3.986009792845489574e+04
2.300000000000000000e+01,5.793272124436834565e+04,3.986015173034156032e+04
2.300000000000000000e+01,5.806802409660526610e+04,3.986026019877737417e+04
5.000000000000000000e+00,5.886664093175975722e+04,3.986027671911114157e+04
5.000000000000000000e+00,5.886994100132651511e+04,3.986027675730639021e+04
5.100000000000000000e+01,5.888314127959353209e+04,3.986027691008739203e+04
5.100000000000000000e+01,5.888644134916028270e+04,3.986027694828264066e+04
5.000000000000000000e+00,5.899864371442991978e+04,3.986047810882324848e+04
5.000000000000000000e+00,5.964875741908048076e+04,3.986117667115386575e+04
5.000000000000000000e+00,5.965205748864723864e+04,3.986117670934911439e+04
5.000000000000000000e+00,5.965535755821398925e+04,3.986117674754437030e+04
5.000000000000000000e+00,5.965865762778074713e+04,3.986117678573961894e+04
5.000000000000000000e+00,5.966195769734749774e+04,3.986117682393486757e+04
5.100000000000000000e+01,5.968175811474802322e+04,3.986117705310636666e+04
5.100000000000000000e+01,5.968505818431477383e+04,3.986117709130161529e+04
5.100000000000000000e+01,5.968835825388153171e+04,3.986117712949686393e+04
5.100000000000000000e+01,5.969165832344828232e+04,3.986117721068515675e+04
5.100000000000000000e+01,5.969495839301504020e+04,3.986117729202338523e+04
5.100000000000000000e+01,5.969825846258179081e+04,3.986117737336160644e+04
5.100000000000000000e+01,5.970155853214854869e+04,3.986117745469983493e+04
5.100000000000000000e+01,5.970485860171529930e+04,3.986117753603805613e+04
