sensor ID,norm_secs (secs),time (days)
2.300000000000000000e+01,2.643052554429864287e+01,3.985932396331626660e+04
2.300000000000000000e+01,2.973434123733597190e+01,3.985932400155487267e+04
2.300000000000000000e+01,4.294960400948529156e+01,3.985932415450930421e+04
2.300000000000000000e+01,4.625341970252262769e+01,3.985932419274791027e+04
2.300000000000000000e+01,4.955723539555995671e+01,3.985932423098651634e+04
2.300000000000000000e+01,5.286105108859728574e+01,3.985932426922512241e+04
2.300000000000000000e+01,6.938012955378393087e+01,3.985932446041816002e+04
5.000000000000000000e+00,7.169280053891006901e+02,3.985933629546303564e+04
5.000000000000000000e+00,7.202318210821380262e+02,3.985933633370164171e+04
5.000000000000000000e+00,7.400547152403620430e+02,3.985933656313329266e+04
5.000000000000000000e+00,7.433585309333993791e+02,3.985933660137189872e+04
5.000000000000000000e+00,7.466623466264367153e+02,3.985933663961050479e+04
5.100000000000000000e+01,7.631814250916232822e+02,3.985933683080354240e+04
5.100000000000000000e+01,7.664852407846606184e+02,3.985933686904214846e+04
5.100000000000000000e+01,7.697890564776979545e+02,3.985933690728075453e+04
5.100000000000000000e+01,7.730928721707352906e+02,3.985933694551936787e+04
5.100000000000000000e+01,7.763966878637726268e+02,3.985933698375797394e+04
5.100000000000000000e+01,7.797005035568099629e+02,3.985933702199658001e+04
5.100000000000000000e+01,7.830043192498472990e+02,3.985933706023518607e+04
5.100000000000000000e+01,7.863081349428846352e+02,3.985933709847379214e+04
5.100000000000000000e+01,7.896119506359219713e+02,3.985933713671240548e+04
5.100000000000000000e+01,7.929157663289593074e+02,3.985933717495101155e+04
5.100000000000000000e+01,7.962195820219966436e+02,3.985933721318961761e+04
5.100000000000000000e+01,8.094348447941459881e+02,3.985933736614404916e+04
5.100000000000000000e+01,8.127386604871833242e+02,3.985933740438265522e+04
5.100000000000000000e+01,8.160424761802205467e+02,3.985933744262126129e+04
5.100000000000000000e+01,8.325615546454072273e+02,3.985933763381429890e+04
5.100000000000000000e+01,8.358653703384445635e+02,3.985933767205291224e+04
5.100000000000000000e+01,8.391691860314818996e+02,3.985933771029151831e+04
5.100000000000000000e+01,8.424730017245192357e+02,3.985933774853012437e+04
5.100000000000000000e+01,8.457768174175565719e+02,3.985933778676873044e+04
5.100000000000000000e+01,8.523844488036312441e+02,3.985933786324594985e+04
5.100000000000000000e+01,8.556882644966685803e+02,3.985933790148455591e+04
5.100000000000000000e+01,8.589920801897059164e+02,3.985933793972316198e+04
5.000000000000000000e+00,8.854226057340044918e+02,3.985933824563202506e+04
5.000000000000000000e+00,8.887264214270418279e+02,3.985933828387063113e+04
5.000000000000000000e+00,8.920302371200791640e+02,3.985933832210923720e+04
5.000000000000000000e+00,1.618869689588291976e+03,3.985934673460289923e+04
5.000000000000000000e+00,1.622173505281329199e+03,3.985934677284151257e+04
