sensor ID,norm_secs (secs),time (days)
5.100000000000000000e+01,2.047082325301024071e+02,3.974029326051194948e+04
5.100000000000000000e+01,2.080099782160718007e+02,3.974029329872659582e+04
5.100000000000000000e+01,2.113117239020411944e+02,3.974029333694124944e+04
5.000000000000000000e+00,2.212169609599493754e+02,3.974029345158519573e+04
5.000000000000000000e+00,2.245187066459187690e+02,3.974029348979984206e+04
5.000000000000000000e+00,2.278204523318881627e+02,3.974029352801449568e+04
5.000000000000000000e+00,2.311221980178575564e+02,3.974029356622914202e+04
5.000000000000000000e+00,7.891172189466850568e+02,3.974033574209733342e+04
5.000000000000000000e+00,7.924189646326544789e+02,3.974033578031198704e+04
5.000000000000000000e+00,7.957207103186239010e+02,3.974033581852663337e+04
5.000000000000000000e+00,7.990224560045933231e+02,3.974033585674127971e+04
5.100000000000000000e+01,8.122294387484707840e+02,3.974033600959987962e+04
5.100000000000000000e+01,8.155311844344402061e+02,3.974033604781452595e+04
5.100000000000000000e+01,9.376957748153078001e+02,3.974123122333053470e+04
5.100000000000000000e+01,9.409975205012772221e+02,3.974123126154518832e+04
5.000000000000000000e+00,9.476010118732159526e+02,3.974123133797448827e+04
5.000000000000000000e+00,9.509027575591853747e+02,3.974123137618913461e+04
5.000000000000000000e+00,9.542045032451547968e+02,3.974123141440378095e+04
5.000000000000000000e+00,2.096608510590564947e+03,3.974124806259817706e+04
5.000000000000000000e+00,2.099910256276534255e+03,3.974124810081282340e+04
5.000000000000000000e+00,2.103212001962503564e+03,3.974124813902747701e+04
5.100000000000000000e+01,2.116418984706381252e+03,3.974124829188606964e+04
5.000000000000000000e+00,2.317825471550514521e+03,3.974125089792874496e+04
5.000000000000000000e+00,2.324428962922453138e+03,3.974125097718665347e+04
5.000000000000000000e+00,2.327730708608422447e+03,3.974125101540130709e+04
5.000000000000000000e+00,2.331032454294391755e+03,3.974125105361595342e+04
5.000000000000000000e+00,2.334334199980361518e+03,3.974125109183060704e+04
5.000000000000000000e+00,2.337635945666330826e+03,3.974125113004525338e+04
5.000000000000000000e+00,2.344239437038269443e+03,3.974125120647455333e+04
5.000000000000000000e+00,2.347541182724238752e+03,3.974125124468919967e+04
5.000000000000000000e+00,2.350842928410208515e+03,3.974125128290385328e+04
5.000000000000000000e+00,2.354144674096177823e+03,3.974125132111849962e+04
5.000000000000000000e+00,2.357446419782147132e+03,3.974125135933314596e+04
5.000000000000000000e+00,2.383860385269902054e+03,3.974125166505033849e+04
5.000000000000000000e+00,2.387162130955871817e+03,3.974125170326499210e+04
5.000000000000000000e+00,2.390463876641841125e+03,3.974125174147963844e+04
5.000000000000000000e+00,2.393765622327810433e+03,3.974125177969429205e+04
5.000000000000000000e+00,2.397067368013779742e+03,3.974125181790893839e+04
5.000000000000000000e+00,2.400369113699749050e+03,3.974125185612358473e+04
5.000000000000000000e+00,2.403670859385718359e+03,3.974125189433823834e+04
5.000000000000000000e+00,2.406972605071688122e+03,3.974125193255288468e+04
5.000000000000000000e+00,2.410274350757657430e+03,3.974125197076753102e+04
5.000000000000000000e+00,2.413576096443626739e+03,3.974125200898218463e+04
5.000000000000000000e+00,2.416877842129596047e+03,3.974125204719683097e+04
5.000000000000000000e+00,2.420179587815565355e+03,3.974125208541148459e+04
5.100000000000000000e+01,2.426783079187504427e+03,3.974125216184077726e+04
5.100000000000000000e+01,2.601775600543882319e+03,3.974125418721718597e+04
5.100000000000000000e+01,2.605077346229851628e+03,3.974125422543183231e+04
5.100000000000000000e+01,2.608379091915820936e+03,3.974125426364648592e+04
5.100000000000000000e+01,2.611680837601790245e+03,3.974125430186113226e+04
5.000000000000000000e+00,2.621586074659698625e+03,3.974125441650507855e+04
5.000000000000000000e+00,2.624887820345667933e+03,3.974125445471973217e+04
5.000000000000000000e+00,2.628189566031637241e+03,3.974125449293437850e+04
5.000000000000000000e+00,4.127182107461741907e+03,3.974128853219956363e+04
5.000000000000000000e+00,4.130483853147711670e+03,3.974128857041420997e+04
5.000000000000000000e+00,4.133785598833680524e+03,3.974128860862886359e+04
5.100000000000000000e+01,4.143690835891588904e+03,3.974128872327280988e+04
5.100000000000000000e+01,4.146992581577558667e+03,3.974128876148745621e+04
5.100000000000000000e+01,4.219630986668885271e+03,3.988610585220973735e+04
5.000000000000000000e+00,4.229536223726793651e+03,3.988610596685368364e+04
5.100000000000000000e+01,4.255950189214548118e+03,3.988610633044127462e+04
5.100000000000000000e+01,4.259251934900517881e+03,3.988610636865592096e+04
5.000000000000000000e+00,4.272458917644395115e+03,3.988610652151452086e+04
5.000000000000000000e+00,4.275760663330364878e+03,3.988610655972916720e+04
5.000000000000000000e+00,4.279062409016334641e+03,3.988610659794382082e+04
5.000000000000000000e+00,4.282364154702303495e+03,3.988610663615846715e+04
5.000000000000000000e+00,4.285665900388273258e+03,3.988610667437311349e+04
2.300000000000000000e+01,5.226663420889550252e+03,3.988620625767759338e+04
5.000000000000000000e+00,5.596458937718121888e+03,3.988621244744049181e+04
5.000000000000000000e+00,5.599760683404091651e+03,3.988621248565514543e+04
5.100000000000000000e+01,5.619571157519908411e+03,3.988621271494303801e+04
5.100000000000000000e+01,5.622872903205877265e+03,3.988621275315769162e+04
5.100000000000000000e+01,5.966254454546694433e+03,4.004946073211079056e+04
5.000000000000000000e+00,5.976159691604602813e+03,4.004946084675473685e+04
5.000000000000000000e+00,6.527551221161491412e+03,4.004950161517513334e+04
5.000000000000000000e+00,6.530852966847460266e+03,4.004950165338978695e+04
5.100000000000000000e+01,6.544059949591338409e+03,4.004950180624837958e+04
