sensor ID,norm_secs (secs),time (days)
5.100000000000000000e+01,5.614204208612247982e+01,4.100326393682915659e+04
5.000000000000000000e+00,6.274698821390159509e+01,4.100326401327528583e+04
5.000000000000000000e+00,4.983431853409342693e+03,4.100337422953509667e+04
5.000000000000000000e+00,4.986734326473231704e+03,4.100337426775816130e+04
5.000000000000000000e+00,4.990036799537121624e+03,4.100337430598123319e+04
5.100000000000000000e+01,5.009851637920459325e+03,4.100337453531963547e+04
5.100000000000000000e+01,5.013154110984348335e+03,4.100337457354270737e+04
5.100000000000000000e+01,5.016456584048238255e+03,4.100337461176577199e+04
