id,seconds,time
69,3448416808.720858,39912.231582417335
69,3448416809.423312,39912.23159054759
69,3448416810.125766,39912.23159867784
69,3448416810.82822,39912.2316068081
69,3448416811.530674,39912.231614938355
69,3448416812.233128,39912.23162306861
69,3448416812.9355817,39912.23163119886
69,3448416813.638036,39912.23163932912
69,3448416814.34049,39912.231647459375
69,3448416815.042944,39912.231655589625
69,3448416815.7453976,39912.23166371988
69,3448416816.4478517,39912.23167185013
69,3448416817.1503057,39912.23167998039
69,3448416817.85276,39912.231688110645
69,3448416818.5552135,39912.231696240895
69,3448416819.2576675,39912.23170437115
69,3448416819.9601216,39912.2317125014
69,3448416820.6625757,39912.23172063166
69,3448416821.3650293,39912.23172876191
69,3448416822.0674834,39912.231736892165
17,3448416822.7699375,39912.23174502242
69,3448416822.7699375,39912.23174502242
17,3448416823.4723916,39912.23175315268
69,3448416823.4723916,39912.23175315268
17,3448416824.1748457,39912.231761282936
69,3448416824.1748457,39912.231761282936
17,3448416824.8772993,39912.231769413185
69,3448416824.8772993,39912.231769413185
17,3448416825.5797534,39912.23177754344
69,3448416825.5797534,39912.23177754344
17,3448416826.2822075,39912.2317856737
17,3448416826.9846616,39912.231793803956
17,3448416827.687115,39912.231801934206
17,3448416828.3895693,39912.23181006446
17,3448416829.0920234,39912.23181819472
17,3448416829.7944775,39912.23182632497
17,3448416830.496931,39912.23183445522
17,3448416831.199385,39912.231842585476
51,3448416837.521471,39912.231915757766
51,3448416838.223925,39912.23192388802
51,3448416838.9263787,39912.23193201827
51,3448416839.628833,39912.23194014853
51,3448416840.331287,39912.231948278786
51,3448416841.033741,39912.231956409036
51,3448416841.7361946,39912.231964539285
51,3448416842.4386487,39912.23197266954
51,3448416843.141103,39912.2319807998
51,3448416843.843557,39912.231988930056
51,3448416844.5460105,39912.231997060306
51,3448416845.2484646,39912.23200519056
51,3448416845.9509187,39912.23201332081
51,3448416846.653373,39912.23202145107
51,3448416847.3558264,39912.232029581326
51,3448416848.0582805,39912.23203771158
51,3448416848.7607346,39912.23204584184
51,3448416849.4631886,39912.23205397209
51,3448416850.1656423,39912.23206210234
51,3448416850.8680964,39912.232070232596
51,3448416851.5705504,39912.23207836285
51,3448416852.2730045,39912.23208649311
51,3448416852.975458,39912.23209462336
51,3448416853.677912,39912.232102753616
51,3448416854.3803663,39912.23211088387
51,3448416855.0828204,39912.23211901413
51,3448416855.785274,39912.23212714438
51,3448416856.487728,39912.23213527464
51,3448416857.190182,39912.232143404886
51,3448416857.8926363,39912.23215153514
51,3448416858.59509,39912.23215966539
51,3448416859.297544,39912.23216779565
51,3448416859.999998,39912.2321759259
