id,seconds,time
30,3449289285.0000005,39922.3296875
30,3449289285.702238,39922.329695627755
30,3449289286.4044757,39922.32970375551
30,3449289287.106713,39922.329711883256
30,3449289287.8089504,39922.329720011
30,3449289288.511188,39922.32972813875
30,3449289289.2134256,39922.329736266496
30,3449289289.9156632,39922.32974439425
30,3449289290.617901,39922.329752522
30,3449289291.320138,39922.32976064974
30,3449289292.0223756,39922.3297687775
30,3449289292.724613,39922.329776905244
30,3449289293.426851,39922.329785033
30,3449289294.1290884,39922.329793160745
30,3449289294.8313255,39922.32980128849
30,3449289295.533563,39922.32980941624
30,3449289296.2358007,39922.32981754399
30,3449289296.9380383,39922.32982567174
30,3449289297.640276,39922.32983379949
30,3449289298.342513,39922.32984192723
30,3449289299.0447507,39922.329850054986
30,3449289299.7469883,39922.32985818273
30,3449289300.449226,39922.32986631048
2,3449289301.1514635,39922.32987443823
2,3449289301.853701,39922.32988256598
2,3449289302.5559382,39922.32989069373
2,3449289303.258176,39922.32989882148
2,3449289303.9604135,39922.32990694923
2,3449289304.662651,39922.32991507698
2,3449289305.3648887,39922.329923204736
2,3449289306.067126,39922.329931332475
2,3449289306.7693634,39922.32993946023
2,3449289307.471601,39922.329947587976
2,3449289308.1738386,39922.32995571573
2,3449289308.876076,39922.32996384348
2,3449289309.5783134,39922.32997197122
2,3449289310.280551,39922.32998009897
2,3449289310.9827886,39922.329988226724
2,3449289311.685026,39922.32999635447
2,3449289312.387264,39922.33000448222
2,3449289313.0895014,39922.33001260997
2,3449289313.7917385,39922.33002073771
2,3449289314.493976,39922.330028865465
2,3449289315.1962137,39922.33003699321
2,3449289315.8984513,39922.330045120965
2,3449289316.600689,39922.33005324872
2,3449289317.302926,39922.33006137646
2,3449289318.0051637,39922.330069504205
2,3449289318.7074013,39922.33007763195
2,3449289319.409639,39922.330085759706
2,3449289320.1118765,39922.33009388746
2,3449289320.814114,39922.33010201521
2,3449289321.516351,39922.33011014295
2,3449289322.218589,39922.33011827071
2,3449289322.9208264,39922.33012639846
2,3449289323.623064,39922.33013452621
2,3449289324.3253016,39922.330142653955
2,3449289325.027539,39922.3301507817
2,3449289325.7297764,39922.330158909455
2,3449289326.432014,39922.3301670372
2,3449289327.1342516,39922.33017516495
2,3449289327.836489,39922.330183292695
42,3449289402.9759035,39922.33105296184
42,3449289403.678141,39922.33106108959
42,3449289404.3803782,39922.33106921734
42,3449289405.082616,39922.33107734509
42,3449289405.7848535,39922.33108547284
42,3449289406.487091,39922.33109360059
42,3449289407.1893287,39922.33110172834
42,3449289407.891566,39922.33110985608
42,3449289408.5938034,39922.331117983835
42,3449289409.296041,39922.33112611158
42,3449289409.9982786,39922.331134239335
42,3449289410.700516,39922.33114236708
42,3449289411.402754,39922.331150494836
42,3449289412.104991,39922.33115862258
42,3449289412.8072286,39922.33116675033
42,3449289413.509466,39922.33117487808
42,3449289414.211704,39922.33118300583
42,3449289414.9139414,39922.331191133584
42,3449289415.6161785,39922.33119926132
42,3449289416.318416,39922.33120738908
7,3449289578.5352826,39922.3330848991
7,3449289579.23752,39922.33309302685
7,3449289579.939758,39922.333101154596
7,3449289580.6419954,39922.33310928235
7,3449289581.344233,39922.333117410104
7,3449289582.04647,39922.33312553785
7,3449289582.748708,39922.3331336656
7,3449289583.4509454,39922.333141793344
7,3449289584.153183,39922.3331499211
7,3449289584.8554206,39922.333158048845
7,3449289585.5576577,39922.33316617659
7,3449289586.2598953,39922.333174304345
7,3449289586.962133,39922.33318243209
7,3449289587.6643705,39922.333190559846
7,3449289588.366608,39922.33319868759
7,3449289589.0688457,39922.33320681535
7,3449289589.771083,39922.333214943086
7,3449289590.4733205,39922.33322307084
7,3449289591.175558,39922.33323119859
7,3449289602.4113584,39922.33336124258
7,3449289603.113596,39922.333369370324
7,3449289603.8158336,39922.33337749808
7,3449289604.5180707,39922.33338562582
7,3449289605.2203083,39922.33339375357
7,3449289605.922546,39922.33340188132
7,3449289606.6247835,39922.33341000907
7,3449289607.327021,39922.33341813682
7,3449289608.0292583,39922.333426264566
7,3449289608.731496,39922.33343439231
7,3449289609.4337335,39922.33344252006
7,3449289610.135971,39922.33345064781
7,3449289610.8382087,39922.33345877557
7,3449289611.5404463,39922.333466903314
7,3449289612.2426834,39922.33347503106
7,3449289612.944921,39922.33348315881
7,3449289613.6471586,39922.33349128656
7,3449289614.349396,39922.33349941431
7,3449289615.051634,39922.333507542055
7,3449289615.753871,39922.3335156698
7,3449289616.4561086,39922.333523797555
7,3449289617.158346,39922.3335319253
7,3449289617.860584,39922.33354005305
7,3449289618.5628214,39922.3335481808
7,3449289619.265059,39922.33355630855
7,3449289619.967296,39922.333564436296
