id,seconds,time
15,3428871808.5050483,39686.01630214176
15,3428871809.2070684,39686.016310267
15,3428871809.9090886,39686.01631839223
15,3428871810.611109,39686.01632651746
15,3428871811.313129,39686.01633464269
15,3428871812.015149,39686.01634276793
15,3428871812.7171693,39686.016350893166
15,3428871813.4191895,39686.016359018395
15,3428871814.1212096,39686.01636714363
15,3428871814.82323,39686.01637526887
15,3428871815.5252504,39686.016383394104
15,3428871816.2272706,39686.01639151934
15,3428871816.929291,39686.01639964457
15,3428871817.631311,39686.01640776981
15,3428871818.333331,39686.016415895036
15,3428871819.0353513,39686.01642402027
15,3428871819.7373714,39686.01643214551
15,3428871820.4393916,39686.01644027074
15,3428871821.141412,39686.016448395974
15,3428871821.843432,39686.0164565212
15,3428871822.545452,39686.01646464644
15,3428871823.2474723,39686.01647277167
15,3428871823.9494925,39686.016480896906
15,3428871824.6515126,39686.016489022135
15,3428871825.3535333,39686.01649714738
15,3428871826.0555534,39686.01650527261
15,3428871826.7575736,39686.016513397844
15,3428871827.459594,39686.01652152307
15,3428871828.161614,39686.01652964831
15,3428871828.863634,39686.01653777354
15,3428871829.5656543,39686.016545898776
34,3428871845.010099,39686.01672465392
34,3428871845.712119,39686.01673277916
34,3428871846.4141393,39686.01674090439
34,3428871847.1161594,39686.01674902963
34,3428871847.8181796,39686.01675715486
34,3428871848.5202,39686.01676528009
34,3428871849.22222,39686.016773405325
34,3428871849.92424,39686.016781530554
34,3428871850.6262603,39686.01678965579
34,3428871851.3282804,39686.01679778102
34,3428871852.0303006,39686.016805906256
34,3428871852.732321,39686.016814031485
19,3428871861.8585835,39686.01691965954
19,3428871862.5606036,39686.01692778477
19,3428871863.2626243,39686.016935910004
19,3428871863.9646444,39686.01694403524
19,3428871864.6666646,39686.01695216047
19,3428871865.368685,39686.016960285706
19,3428871866.070705,39686.016968410935
19,3428871866.772725,39686.016976536164
19,3428871867.4747453,39686.0169846614
19,3428871868.1767654,39686.01699278663
19,3428871868.8787856,39686.01700091187
19,3428871869.580806,39686.0170090371
19,3428871870.282826,39686.01701716233
19,3428871870.984846,39686.01702528757
19,3428871871.6868663,39686.017033412805
19,3428871872.3888865,39686.017041538034
19,3428871873.090907,39686.01704966328
19,3428871873.7929273,39686.01705778851
19,3428871874.4949474,39686.017065913744
19,3428871875.1969676,39686.01707403898
19,3428871875.898988,39686.01708216422
19,3428871876.601008,39686.017090289446
19,3428871877.303028,39686.01709841468
19,3428871878.0050483,39686.01710653991
19,3428871878.7070684,39686.01711466515
19,3428871879.4090886,39686.01712279038
19,3428871880.111109,39686.017130915614
19,3428871880.813129,39686.01713904084
19,3428871881.515149,39686.01714716608
73,3428871892.747473,39686.01727716983
73,3428871893.449493,39686.01728529506
73,3428871894.151513,39686.01729342029
73,3428871894.8535333,39686.01730154552
73,3428871895.5555534,39686.01730967076
73,3428871896.2575736,39686.01731779599
73,3428871896.959594,39686.017325921224
73,3428871897.661614,39686.01733404645
73,3428871898.363634,39686.01734217169
73,3428871899.0656543,39686.01735029692
73,3428871899.7676744,39686.017358422156
73,3428871900.4696946,39686.017366547385
73,3428871901.171715,39686.01737467262
73,3428871901.8737354,39686.01738279786
73,3428871902.5757556,39686.017390923094
73,3428871903.277776,39686.01739904832
73,3428871903.979796,39686.01740717356
73,3428871904.681816,39686.0174152988
73,3428871905.3838363,39686.01742342403
73,3428871906.0858564,39686.01743154927
73,3428871906.7878766,39686.017439674506
73,3428871907.489897,39686.017447799735
73,3428871908.191917,39686.01745592497
73,3428871908.893937,39686.0174640502
73,3428871909.5959573,39686.01747217543
73,3428871910.2979774,39686.01748030067
73,3428871910.999998,39686.0174884259
73,3428871911.7020183,39686.01749655114
73,3428871912.4040384,39686.01750467637
73,3428871913.1060586,39686.017512801605
73,3428871913.808079,39686.017520926835
73,3428871914.510099,39686.01752905207
73,3428871915.212119,39686.0175371773
73,3428871915.9141393,39686.01754530253
73,3428871916.6161594,39686.017553427766
73,3428871917.3181796,39686.017561553
73,3428871918.0202,39686.01756967823
73,3428871918.72222,39686.01757780347
73,3428871919.42424,39686.017585928705
73,3428871920.1262603,39686.01759405394
73,3428871920.828281,39686.01760217918
73,3428871921.530301,39686.017610304414
73,3428871922.2323213,39686.01761842964
73,3428871922.9343414,39686.01762655488
73,3428871923.6363616,39686.017634680116
