id,seconds,time
30,3448268223.000002,39910.5118402778
30,3448268223.7024813,39910.51184840835
30,3448268224.4049606,39910.5118565389
30,3448268225.10744,39910.51186466945
30,3448268225.8099194,39910.51187279999
30,3448268226.5123987,39910.511880930535
30,3448268227.214878,39910.51188906108
30,3448268227.9173574,39910.51189719164
30,3448268228.619837,39910.511905322186
30,3448268229.322316,39910.511913452734
30,3448268230.0247955,39910.51192158328
30,3448268230.727275,39910.51192971383
30,3448268231.429754,39910.51193784437
30,3448268232.132233,39910.51194597492
30,3448268232.8347125,39910.51195410547
30,3448268233.537192,39910.51196223602
30,3448268234.239671,39910.51197036657
30,3448268234.9421506,39910.51197849712
30,3448268235.64463,39910.511986627665
30,3448268236.3471093,39910.51199475821
30,3448268237.0495887,39910.512002888754
30,3448268237.752068,39910.51201101931
30,3448268238.4545474,39910.51201914986
30,3448268239.157027,39910.512027280405
2,3448268244.0743823,39910.51208419424
2,3448268244.7768617,39910.51209232479
2,3448268245.479341,39910.51210045534
2,3448268246.1818204,39910.512108585885
2,3448268246.8842998,39910.51211671643
2,3448268247.5867786,39910.51212484697
2,3448268248.289258,39910.51213297752
2,3448268248.9917374,39910.51214110807
2,3448268249.6942167,39910.512149238624
52,3448268285.5206633,39910.51256389656
52,3448268286.2231426,39910.51257202712
52,3448268286.925622,39910.512580157665
52,3448268287.6281013,39910.51258828821
52,3448268288.3305807,39910.512596418754
52,3448268289.03306,39910.5126045493
52,3448268289.7355394,39910.51261267985
52,3448268290.438019,39910.512620810405
52,3448268291.140498,39910.51262894095
68,3448268291.140498,39910.51262894095
52,3448268291.8429775,39910.5126370715
68,3448268291.8429775,39910.5126370715
52,3448268292.545457,39910.51264520205
68,3448268292.545457,39910.51264520205
52,3448268293.2479362,39910.5126533326
68,3448268293.2479362,39910.5126533326
52,3448268293.9504156,39910.512661463144
68,3448268293.9504156,39910.512661463144
52,3448268294.652895,39910.51266959369
68,3448268294.652895,39910.51266959369
52,3448268295.3553743,39910.51267772424
68,3448268295.3553743,39910.51267772424
68,3448268296.057853,39910.51268585479
68,3448268296.7603326,39910.512693985336
68,3448268297.462812,39910.512702115884
68,3448268298.1652913,39910.512710246425
68,3448268298.8677707,39910.51271837697
68,3448268299.57025,39910.51272650752
68,3448268300.2727294,39910.51273463807
68,3448268300.9752088,39910.51274276862
68,3448268301.677688,39910.512750899165
68,3448268302.3801675,39910.51275902971
68,3448268303.082647,39910.51276716026
68,3448268303.785126,39910.51277529081
68,3448268304.4876056,39910.512783421356
20,3448268350.1487627,39910.51331190697
20,3448268350.851242,39910.51332003752
20,3448268351.5537214,39910.513328168076
20,3448268352.256201,39910.51333629862
20,3448268352.95868,39910.51334442917
20,3448268353.6611595,39910.51335255972
20,3448268354.363639,39910.51336069027
20,3448268355.0661182,39910.513368820815
20,3448268355.7685976,39910.51337695136
20,3448268356.471077,39910.51338508191
20,3448268357.1735563,39910.51339321246
20,3448268357.8760357,39910.51340134301
20,3448268358.578515,39910.513409473555
39,3448268358.578515,39910.513409473555
20,3448268359.2809944,39910.5134176041
39,3448268359.2809944,39910.5134176041
20,3448268359.983474,39910.51342573465
39,3448268359.983474,39910.51342573465
20,3448268360.6859527,39910.51343386519
33,3448268360.6859527,39910.51343386519
39,3448268360.6859527,39910.51343386519
20,3448268361.388432,39910.51344199574
33,3448268361.388432,39910.51344199574
39,3448268361.388432,39910.51344199574
20,3448268362.0909114,39910.51345012629
33,3448268362.0909114,39910.51345012629
39,3448268362.0909114,39910.51345012629
20,3448268362.7933908,39910.513458256835
33,3448268362.7933908,39910.513458256835
39,3448268362.7933908,39910.513458256835
20,3448268363.49587,39910.51346638738
33,3448268363.49587,39910.51346638738
39,3448268363.49587,39910.51346638738
33,3448268364.1983495,39910.51347451793
39,3448268364.1983495,39910.51347451793
33,3448268364.900829,39910.51348264848
39,3448268364.900829,39910.51348264848
33,3448268365.603308,39910.51349077903
39,3448268365.603308,39910.51349077903
33,3448268366.3057876,39910.513498909575
39,3448268366.3057876,39910.513498909575
33,3448268367.008267,39910.51350704013
39,3448268367.008267,39910.51350704013
33,3448268367.7107463,39910.51351517068
39,3448268367.7107463,39910.51351517068
33,3448268368.4132257,39910.513523301226
39,3448268368.4132257,39910.513523301226
33,3448268369.115705,39910.513531431774
39,3448268369.115705,39910.513531431774
33,3448268369.8181844,39910.51353956232
39,3448268369.8181844,39910.51353956232
33,3448268370.5206637,39910.51354769287
39,3448268370.5206637,39910.51354769287
33,3448268371.223143,39910.51355582342
39,3448268371.223143,39910.51355582342
33,3448268371.9256225,39910.513563953966
33,3448268372.628102,39910.513572084514
33,3448268373.330581,39910.513580215054
33,3448268374.0330606,39910.5135883456
33,3448268374.73554,39910.51359647615
33,3448268375.4380193,39910.5136046067
33,3448268376.1404986,39910.513612737246
33,3448268376.8429775,39910.513620867794
33,3448268377.545457,39910.51362899834
26,3448268380.3553743,39910.51366152054
26,3448268381.0578537,39910.51366965109
26,3448268381.760333,39910.51367778164
26,3448268382.4628124,39910.51368591218
26,3448268383.165292,39910.513694042726
26,3448268383.867771,39910.51370217327
26,3448268384.5702505,39910.51371030383
26,3448268385.27273,39910.51371843438
26,3448268385.975209,39910.513726564925
26,3448268386.6776886,39910.51373469547
26,3448268387.380168,39910.51374282602
26,3448268388.0826473,39910.51375095657
26,3448268388.7851267,39910.513759087116
