id,seconds,time
30,3437543568.000001,39786.3838888889
30,3437543568.705129,39786.38389705011
30,3437543569.4102573,39786.38390521131
30,3437543570.1153855,39786.38391337252
30,3437543570.8205137,39786.38392153373
30,3437543571.525642,39786.38392969493
30,3437543572.23077,39786.38393785614
30,3437543572.9358983,39786.38394601735
30,3437543573.6410265,39786.38395417855
2,3437543575.051283,39786.38397050096
2,3437543575.756411,39786.38397866217
2,3437543576.4615393,39786.38398682337
2,3437543577.166667,39786.38399498457
2,3437543577.871795,39786.38400314577
2,3437543578.5769234,39786.38401130698
2,3437543579.2820516,39786.38401946818
2,3437543579.9871798,39786.38402762939
52,3437543599.0256405,39786.38424798195
68,3437543599.0256405,39786.38424798195
52,3437543599.7307687,39786.38425614316
68,3437543599.7307687,39786.38425614316
52,3437543600.435897,39786.38426430436
68,3437543600.435897,39786.38426430436
52,3437543601.141025,39786.38427246557
68,3437543601.141025,39786.38427246557
68,3437543601.8461533,39786.38428062678
68,3437543602.5512815,39786.38428878799
68,3437543603.2564096,39786.38429694919
68,3437543603.961538,39786.3843051104
68,3437543604.666666,39786.3843132716
68,3437543605.371794,39786.3843214328
21,3437543614.5384603,39786.38442752847
21,3437543615.2435884,39786.38443568968
21,3437543615.9487166,39786.38444385088
21,3437543616.653845,39786.38445201209
20,3437543620.179486,39786.38449281812
20,3437543620.884614,39786.38450097933
20,3437543621.589742,39786.38450914054
20,3437543622.2948704,39786.38451730174
20,3437543622.9999986,39786.38452546295
20,3437543623.705127,39786.38453362415
20,3437543624.410255,39786.38454178536
39,3437543624.410255,39786.38454178536
20,3437543625.115383,39786.38454994656
39,3437543625.115383,39786.38454994656
20,3437543625.8205113,39786.38455810776
33,3437543625.8205113,39786.38455810776
39,3437543625.8205113,39786.38455810776
20,3437543626.5256395,39786.38456626897
33,3437543626.5256395,39786.38456626897
39,3437543626.5256395,39786.38456626897
33,3437543627.2307677,39786.38457443018
39,3437543627.2307677,39786.38457443018
33,3437543627.935896,39786.38458259139
39,3437543627.935896,39786.38458259139
33,3437543628.641024,39786.38459075259
39,3437543628.641024,39786.38459075259
33,3437543629.3461523,39786.3845989138
39,3437543629.3461523,39786.3845989138
33,3437543630.0512805,39786.38460707501
39,3437543630.0512805,39786.38460707501
33,3437543630.7564087,39786.38461523622
39,3437543630.7564087,39786.38461523622
33,3437543631.461537,39786.384623397425
67,3437543631.461537,39786.384623397425
33,3437543632.166665,39786.38463155863
67,3437543632.166665,39786.38463155863
33,3437543632.871793,39786.38463971983
67,3437543632.871793,39786.38463971983
67,3437543633.576921,39786.38464788103
26,3437543634.282049,39786.38465604224
67,3437543634.282049,39786.38465604224
26,3437543634.9871774,39786.38466420344
67,3437543634.9871774,39786.38466420344
26,3437543635.6923056,39786.38467236465
26,3437543636.3974338,39786.38468052585
26,3437543637.102562,39786.38468868706
26,3437543637.80769,39786.38469684826
26,3437543638.5128183,39786.38470500947
26,3437543639.2179465,39786.38471317068
26,3437543639.9230747,39786.38472133188
66,3437543651.9102535,39786.38486007238
66,3437543652.6153817,39786.38486823359
66,3437543653.32051,39786.38487639479
66,3437543654.025638,39786.38488455599
66,3437543654.7307663,39786.3848927172
66,3437543655.4358945,39786.3849008784
66,3437543656.1410227,39786.38490903961
66,3437543656.846151,39786.38491720082
66,3437543657.551279,39786.38492536203
66,3437543658.2564073,39786.38493352323
66,3437543658.9615355,39786.38494168444
66,3437543659.6666636,39786.38494984565
66,3437543660.371792,39786.384958006856
66,3437543661.07692,39786.38496616806
