id,seconds,time
30,3450000501.000003,39930.5613541667
30,3450000501.7018375,39930.56136228978
30,3450000502.4036727,39930.56137041288
30,3450000503.1055074,39930.56137853596
30,3450000503.807342,39930.56138665905
30,3450000504.509177,39930.56139478214
30,3450000505.211012,39930.56140290523
30,3450000505.912847,39930.56141102832
30,3450000506.6146817,39930.56141915141
30,3450000507.3165164,39930.56142727449
30,3450000508.0183516,39930.56143539759
30,3450000508.720186,39930.56144352067
30,3450000509.422021,39930.56145164376
30,3450000510.123856,39930.561459766854
30,3450000510.8256907,39930.56146788994
30,3450000511.5275254,39930.56147601303
30,3450000512.2293606,39930.56148413612
30,3450000512.9311953,39930.56149225921
30,3450000513.63303,39930.56150038229
30,3450000514.334865,39930.56150850538
30,3450000515.0367,39930.56151662847
30,3450000515.738535,39930.56152475156
30,3450000516.4403696,39930.56153287464
30,3450000517.1422043,39930.56154099773
2,3450000520.6513786,39930.56158161318
2,3450000521.3532133,39930.561589736266
2,3450000522.0550485,39930.561597859356
2,3450000522.756883,39930.561605982446
2,3450000523.458718,39930.56161410553
2,3450000524.160553,39930.56162222862
2,3450000524.8623877,39930.56163035171
2,3450000525.564223,39930.56163847481
2,3450000526.2660575,39930.56164659789
2,3450000526.967892,39930.56165472098
2,3450000527.6697273,39930.56166284407
2,3450000528.371562,39930.56167096715
2,3450000529.0733967,39930.56167909024
20,3450000619.610092,39930.56272696866
20,3450000620.3119273,39930.56273509175
20,3450000621.013762,39930.56274321484
20,3450000621.715597,39930.56275133793
20,3450000622.417432,39930.56275946102
20,3450000623.1192665,39930.5627675841
20,3450000623.8211017,39930.56277570719
20,3450000624.5229363,39930.56278383028
20,3450000625.224771,39930.562791953365
20,3450000625.926606,39930.562800076455
20,3450000626.628441,39930.562808199546
20,3450000627.3302755,39930.56281632263
20,3450000628.0321107,39930.562824445726
20,3450000628.7339454,39930.56283256881
39,3450000628.7339454,39930.56283256881
20,3450000629.43578,39930.5628406919
39,3450000629.43578,39930.5628406919
20,3450000630.137615,39930.56284881499
39,3450000630.137615,39930.56284881499
20,3450000630.83945,39930.56285693808
33,3450000630.83945,39930.56285693808
39,3450000630.83945,39930.56285693808
20,3450000631.541285,39930.56286506117
33,3450000631.541285,39930.56286506117
39,3450000631.541285,39930.56286506117
20,3450000632.2431197,39930.56287318426
33,3450000632.2431197,39930.56287318426
39,3450000632.2431197,39930.56287318426
20,3450000632.9449544,39930.56288130734
33,3450000632.9449544,39930.56288130734
39,3450000632.9449544,39930.56288130734
33,3450000633.6467896,39930.56288943043
39,3450000633.6467896,39930.56288943043
33,3450000634.348624,39930.56289755352
39,3450000634.348624,39930.56289755352
33,3450000635.050459,39930.56290567661
39,3450000635.050459,39930.56290567661
67,3450000635.050459,39930.56290567661
33,3450000635.752294,39930.5629137997
39,3450000635.752294,39930.5629137997
67,3450000635.752294,39930.5629137997
67,3450000636.4541287,39930.56292192279
67,3450000637.1559634,39930.562930045875
67,3450000637.8577986,39930.562938168965
67,3450000638.5596333,39930.562946292055
26,3450000639.261468,39930.56295441514
67,3450000639.261468,39930.56295441514
26,3450000639.963303,39930.562962538235
67,3450000639.963303,39930.562962538235
26,3450000640.665138,39930.56297066132
67,3450000640.665138,39930.56297066132
26,3450000641.366973,39930.56297878441
67,3450000641.366973,39930.56297878441
26,3450000642.0688076,39930.5629869075
67,3450000642.0688076,39930.5629869075
26,3450000642.7706423,39930.56299503058
67,3450000642.7706423,39930.56299503058
26,3450000643.4724774,39930.56300315367
26,3450000644.174312,39930.563011276754
26,3450000644.876147,39930.563019399844
26,3450000645.577982,39930.563027522934
26,3450000646.2798166,39930.563035646024
26,3450000646.9816513,39930.563043769114
26,3450000647.6834865,39930.563051892204
26,3450000648.385321,39930.56306001529
26,3450000649.087156,39930.56306813838
66,3450000670.1422014,39930.563311831036
66,3450000670.8440366,39930.563319954126
66,3450000671.5458713,39930.56332807721
66,3450000672.247706,39930.5633362003
66,3450000672.949541,39930.56334432339
66,3450000673.651376,39930.56335244647
66,3450000674.3532104,39930.56336056956
66,3450000675.0550456,39930.56336869266
66,3450000675.7568803,39930.56337681574
66,3450000676.458715,39930.56338493883
66,3450000677.16055,39930.56339306192
66,3450000677.862385,39930.56340118501
66,3450000678.56422,39930.5634093081
66,3450000679.2660546,39930.563417431185
66,3450000679.9678893,39930.563425554275
66,3450000680.6697245,39930.563433677366
66,3450000681.371559,39930.563441800456
66,3450000682.073394,39930.563449923546
66,3450000682.775229,39930.563458046636
66,3450000683.4770637,39930.56346616972
