id,seconds,time
75,3446090830.7687335,39885.31054130478
75,3446090831.4723163,39885.310549448106
75,3446090832.1758995,39885.31055759143
75,3446090832.8794827,39885.310565734755
75,3446090833.5830655,39885.31057387808
75,3446090834.2866488,39885.310582021404
75,3446090834.9902315,39885.31059016472
75,3446090835.6938148,39885.310598308046
75,3446090836.397398,39885.31060645136
75,3446090837.1009808,39885.31061459469
75,3446090837.804564,39885.310622738005
75,3446090838.5081472,39885.31063088133
75,3446090839.21173,39885.31063902465
75,3446090839.9153132,39885.31064716797
75,3446090840.618896,39885.310655311296
75,3446090841.3224792,39885.31066345462
75,3446090842.0260625,39885.310671597945
75,3446090842.7296453,39885.31067974126
75,3446090843.4332285,39885.31068788459
75,3446090844.1368113,39885.31069602791
75,3446090844.8403945,39885.310704171236
75,3446090845.5439777,39885.31071231456
75,3446090846.2475605,39885.31072045788
0,3446090887.055378,39885.311192770576
0,3446090887.758961,39885.3112009139
0,3446090888.4625444,39885.311209057225
0,3446090889.166127,39885.31121720054
0,3446090889.8697104,39885.311225343874
0,3446090890.5732937,39885.3112334872
0,3446090891.2768764,39885.311241630516
0,3446090891.9804597,39885.31124977384
0,3446090892.6840425,39885.311257917165
0,3446090893.3876257,39885.31126606049
0,3446090894.091209,39885.31127420381
0,3446090894.7947917,39885.31128234713
0,3446090895.498375,39885.311290490456
0,3446090896.201958,39885.31129863378
65,3446090946.859938,39885.311884952986
65,3446090947.5635214,39885.31189309631
65,3446090948.2671046,39885.311901239635
65,3446090948.9706874,39885.31190938295
65,3446090949.6742706,39885.31191752628
65,3446090950.3778534,39885.3119256696
65,3446090951.0814366,39885.311933812925
65,3446090951.78502,39885.31194195625
65,3446090952.4886026,39885.31195009957
65,3446090953.192186,39885.31195824289
65,3446090953.895769,39885.311966386216
65,3446090954.599352,39885.31197452954
