sensor ID,norm_secs (secs),time (days)
38,2.801080344686298,39584.45690741992
38,3.5013504308578725,39584.45691552489
38,4.201620517029447,39584.45692362987
38,4.901890603201021,39584.45693173485
38,5.602160689372596,39584.45693983982
38,6.30243077554417,39584.456947944804
38,7.002700861715745,39584.456956049784
38,7.702970947887319,39584.45696415476
4,34.31323422240715,39584.45727214392
4,35.013504308578725,39584.4572802489
4,35.7137743947503,39584.45728835387
4,36.41404448092187,39584.45729645885
4,37.114314567093444,39584.45730456383
4,37.81458465326502,39584.457312668805
4,38.5148547394366,39584.457320773785
7,65.82538810012801,39584.45763686792
7,66.52565818629958,39584.4576449729
7,67.22592827247115,39584.45765307788
7,67.92619835864272,39584.45766118285
7,68.6264684448143,39584.45766928783
7,69.32673853098588,39584.45767739281
7,70.02700861715745,39584.457685497786
7,70.72727870332902,39584.457693602766
7,71.4275487895006,39584.457701707746
7,72.12781887567218,39584.45770981272
7,72.82808896184375,39584.4577179177
2,388.64989782522383,39584.46502382703
2,389.35016791139543,39584.46507209517
2,390.050437997567,39584.465120363304
2,390.7507080837386,39584.46516863145
2,391.4509781699101,39584.46521689958
2,392.1512482560817,39584.465265167724
2,392.8515183422533,39584.46531343586
2,393.55178842842486,39584.465361704
2,394.25205851459646,39584.46540997214
2,394.952328600768,39584.46545824027
30,396.35286877311114,39584.46555477655
2,397.75340894545434,39584.46559089591
2,398.4536790316259,39584.46559900089
2,399.1539491177975,39584.46560710586
1,868.3349068527524,39584.5392607285
1,869.035176938924,39584.53998316802
1,869.7354470250955,39584.54070560754
1,870.4357171112671,39584.54142804706
1,871.1359871974387,39584.54215048657
1,871.8362572836103,39584.5428729261
1,872.5365273697818,39584.54359536561
1,945.3646163316256,39584.54603315527
1,946.0648864177971,39584.54604126025
1,946.7651565039687,39584.54604936523
1,947.4654265901403,39584.5460574702
1,948.1656966763119,39584.54606557518
1,948.8659667624835,39584.54607368016
1,949.566236848655,39584.546081785134
1,950.2665069348266,39584.546089890115
24,974.7759599508317,39584.54637356434
24,975.4762300370032,39584.546381669315
24,976.1765001231748,39584.546389774296
24,976.8767702093464,39584.546397879276
24,977.577040295518,39584.54640598425
24,978.2773103816895,39584.54641408923
24,978.9775804678611,39584.54642219421
24,979.6778505540327,39584.54643029918
24,980.3781206402043,39584.54643840416
24,981.0783907263759,39584.54644650914
24,981.7786608125474,39584.546454614116
24,982.478930898719,39584.546462719096
24,983.1792009848906,39584.546470824076
24,983.8794710710622,39584.54647892905
24,984.5797411572337,39584.54648703403
24,985.2800112434053,39584.54649513901
24,985.9802813295769,39584.54650324399
24,986.6805514157485,39584.54651134896
24,987.3808215019201,39584.54651945394
24,988.0810915880916,39584.54652755892
24,988.7813616742632,39584.546535663896
24,989.4816317604348,39584.546543768876
24,990.1819018466064,39584.54655187386
24,990.8821719327779,39584.54655997883
24,991.5824420189495,39584.54656808381
24,992.282712105121,39584.54657618879
24,992.9829821912926,39584.54658429376
24,993.6832522774642,39584.54659239874
24,994.3835223636357,39584.54660050372
11,995.0837924498073,39584.546608608696
24,995.0837924498073,39584.546608608696
11,995.7840625359789,39584.54661671368
24,995.7840625359789,39584.54661671368
11,996.4843326221505,39584.54662481866
24,996.4843326221505,39584.54662481866
11,997.184602708322,39584.54663292363
24,997.184602708322,39584.54663292363
11,997.8848727944936,39584.54664102861
24,997.8848727944936,39584.54664102861
11,998.5851428806652,39584.54664913359
24,998.5851428806652,39584.54664913359
11,999.2854129668368,39584.54665723856
24,999.2854129668368,39584.54665723856
11,999.9856830530084,39584.54666534354
24,999.9856830530084,39584.54666534354
11,1000.6859531391799,39584.54667344852
24,1000.6859531391799,39584.54667344852
11,1001.3862232253515,39584.5466815535
24,1001.3862232253515,39584.5466815535
11,1002.0864933115231,39584.54668965848
24,1002.0864933115231,39584.54668965848
11,1002.7867633976947,39584.54669776346
24,1002.7867633976947,39584.54669776346
11,1003.4870334838663,39584.54670586843
24,1003.4870334838663,39584.54670586843
11,1004.1873035700378,39584.54671397341
24,1004.1873035700378,39584.54671397341
11,1004.8875736562094,39584.54672207839
0,1250.6823739024321,39584.553968545995
0,1251.3826439886036,39584.553976650976
0,1252.082914074775,39584.553984755956
0,1252.7831841609468,39584.553992860936
0,1253.4834542471183,39584.55400096591
0,1254.18372433329,39584.55400907089
0,1254.8839944194615,39584.55401717587
0,1255.584264505633,39584.55402528084
0,1256.2845345918047,39584.55403338582
0,1256.9848046779762,39584.5540414908
0,1257.6850747641479,39584.554049595776
0,1258.3853448503194,39584.554057700756
0,1259.0856149364909,39584.554065805736
0,1259.7858850226626,39584.55407391071
0,1260.486155108834,39584.55408201569
0,1261.1864251950058,39584.55409012067
0,1261.8866952811773,39584.55409822564
0,1262.5869653673487,39584.55410633062
0,1263.2872354535205,39584.5541144356
0,1263.987505539692,39584.554122540576
0,1264.6877756258634,39584.554130645556
0,1265.3880457120351,39584.55413875054
0,1266.0883157982066,39584.55414685551
0,1266.7885858843783,39584.55415496049
0,1267.4888559705498,39584.55416306547
0,1268.1891260567213,39584.55417117044
0,1268.889396142893,39584.55417927542
0,1269.5896662290645,39584.5541873804
0,1270.2899363152362,39584.554195485376
0,1270.9902064014077,39584.554203590356
0,1271.6904764875792,39584.55421169534
0,1272.390746573751,39584.55421980031
0,1273.0910166599224,39584.55422790529
0,1273.791286746094,39584.55423601027
0,1274.4915568322656,39584.55424411524
0,1275.191826918437,39584.55425222022
0,1275.8920970046088,39584.5542603252
0,1276.5923670907803,39584.554268430176
0,1277.2926371769518,39584.55427653516
0,1277.9929072631235,39584.55428464014
0,1278.693177349295,39584.55429274511
0,1279.3934474354667,39584.55430085009
0,1280.0937175216382,39584.55430895507
0,1280.7939876078096,39584.55431706004
0,1281.4942576939814,39584.55432516502
0,1282.1945277801528,39584.55433327
0,1282.8947978663246,39584.55434137498
