sensor ID, norm_secs (secs),time (days)
38,2.801939630439781,39584.45690742986
38,3.502424538049726,39584.456915537325
38,4.202909445659671,39584.456923644786
38,4.903394353269617,39584.456931752255
38,5.603879260879562,39584.456939859716
38,6.304364168489506,39584.456947967185
38,7.004849076099452,39584.456956074646
38,7.705333983709397,39584.45696418211
38,8.405818891319342,39584.456972289576
4,36.42521519571715,39584.457296588145
4,37.1257001033271,39584.45730469561
4,37.82618501093704,39584.45731280307
4,38.526669918546986,39584.45732091054
4,39.227154826156934,39584.457329018
4,39.927639733766874,39584.45733712547
4,40.62812464137682,39584.45734523293
4,41.32860954898677,39584.45735334039
7,66.54606622294479,39584.457645209106
7,67.24655113055474,39584.45765331657
7,67.94703603816468,39584.45766142403
7,68.64752094577463,39584.4576695315
7,69.34800585338458,39584.45767763896
7,70.04849076099453,39584.45768574643
7,70.74897566860446,39584.45769385389
7,71.4494605762144,39584.45770196135
7,72.14994548382435,39584.45771006882
7,72.8504303914343,39584.45771817628
7,73.55091529904425,39584.45772628375
7,74.2514002066542,39584.45773439121
7,74.95188511426413,39584.45774249867
7,75.65237002187408,39584.45775060614
36,495.24282968023124,39584.515878348626
47,505.0496183867705,39584.54424825939
47,505.75010329438044,39584.544256366855
47,506.4505882019904,39584.544264474316
47,507.1510731096003,39584.544272581785
47,507.85155801721027,39584.544280689246
47,508.5520429248202,39584.544288796715
47,509.25252783243013,39584.544296904176
47,509.9530127400401,39584.54430501164
47,510.65349764765006,39584.544313119106
47,511.35398255526,39584.54432122657
47,512.05446746287,39584.544329334036
47,512.7549523704798,39584.5443374415
47,513.4554372780898,39584.54434554896
47,514.8564070933097,39584.54436176389
47,515.5568920009197,39584.54436987136
47,516.2573769085296,39584.54437797882
47,516.9578618161396,39584.54438608628
9,855.292072191743,39584.5483019915
9,855.992557099353,39584.54831009896
9,856.693042006963,39584.54831820642
9,857.3935269145729,39584.54832631389
9,858.0940118221829,39584.54833442135
9,858.7944967297929,39584.54834252882
9,859.4949816374027,39584.54835063628
9,860.1954665450127,39584.54835874374
9,860.8959514526226,39584.54836685121
9,861.5964363602326,39584.54837495867
9,862.2969212678425,39584.54838306614
9,862.9974061754525,39584.5483911736
9,863.6978910830625,39584.54839928106
9,864.3983759906723,39584.54840738853
9,865.0988608982823,39584.54841549599
9,865.7993458058922,39584.54842360346
9,866.4998307135022,39584.54843171092
9,867.2003156211122,39584.54843981838
9,867.9008005287221,39584.54844792585
9,868.6012854363321,39584.54845603331
9,869.3017703439419,39584.54846414078
9,870.0022552515519,39584.54847224824
9,870.7027401591619,39584.548480355705
9,871.4032250667718,39584.54848846317
9,872.1037099743818,39584.548496570635
9,872.8041948819917,39584.5485046781
9,873.5046797896017,39584.548512785565
9,874.2051646972116,39584.548520893026
9,874.9056496048215,39584.548529000494
9,875.6061345124315,39584.548537107956
9,876.3066194200414,39584.548545215424
9,877.0071043276514,39584.548553322886
9,877.7075892352614,39584.54856143035
9,878.4080741428713,39584.548569537816
9,1057.7322104910172,39584.56690446222
9,1058.4326953986272,39584.56942630421
9,1059.1331803062371,39584.56943441167
9,1059.833665213847,39584.56944251913
9,1060.534150121457,39584.5694506266
9,1061.234635029067,39584.56945873406
9,1061.935119936677,39584.56946684153
9,1062.635604844287,39584.56947494899
9,1063.336089751897,39584.56948305645
9,1064.0365746595066,39584.56949116392
9,1064.7370595671166,39584.56949927138
9,1065.4375444747266,39584.569507378845
9,1066.1380293823365,39584.56951548631
9,1066.8385142899465,39584.569523593775
9,1067.5389991975564,39584.56953170124
9,1068.2394841051664,39584.569539808705
9,1068.9399690127764,39584.569547916166
9,1069.6404539203863,39584.569556023635
9,1070.3409388279963,39584.569564131096
9,1071.0414237356063,39584.569572238564
9,1071.7419086432162,39584.569580346026
9,1072.4423935508262,39584.56958845349
9,1073.1428784584361,39584.569596560956
9,1073.8433633660459,39584.56960466842
9,1074.5438482736558,39584.569612775886
9,1075.2443331812658,39584.56962088335
9,1075.9448180888758,39584.56962899081
9,1076.6453029964857,39584.56963709828
9,1077.3457879040957,39584.56964520574
9,1078.0462728117056,39584.56965331321
9,1078.7467577193156,39584.56966142067
9,1079.4472426269256,39584.56966952813
9,1080.1477275345355,39584.5696776356
9,1080.8482124421455,39584.56968574306
9,1081.5486973497555,39584.56969385053
9,1082.2491822573654,39584.56970195799
9,1082.9496671649754,39584.56971006545
9,1083.6501520725851,39584.56971817292
9,1084.350636980195,39584.56972628038
9,1085.051121887805,39584.56973438785
9,1085.751606795415,39584.56974249531
11,1176.114159877098,39584.57078835819
11,1176.814644784708,39584.570796465654
24,1176.814644784708,39584.570796465654
11,1177.515129692318,39584.57080457312
24,1177.515129692318,39584.57080457312
11,1178.215614599928,39584.570812680584
24,1178.215614599928,39584.570812680584
11,1178.9160995075379,39584.57082078805
24,1178.9160995075379,39584.57082078805
11,1179.6165844151476,39584.570828895514
24,1179.6165844151476,39584.570828895514
11,1180.3170693227576,39584.570837002975
24,1180.3170693227576,39584.570837002975
11,1181.0175542303675,39584.570845110444
24,1181.0175542303675,39584.570845110444
11,1181.7180391379775,39584.570853217905
24,1181.7180391379775,39584.570853217905
24,1182.4185240455874,39584.570861325374
24,1183.1190089531974,39584.570869432835
24,1183.8194938608074,39584.570877540296
24,1184.5199787684173,39584.570885647765
24,1185.2204636760273,39584.570893755226
24,1185.9209485836373,39584.570901862695
47,1231.4524675782836,39584.57142884786
47,1232.1529524858936,39584.57143695533
47,1232.8534373935036,39584.57144506279
47,1233.5539223011135,39584.57145317026
47,1234.2544072087235,39584.57146127772
47,1234.9548921163334,39584.571469385184
47,1235.6553770239434,39584.57147749265
47,1236.3558619315534,39584.571485600114
47,1237.0563468391633,39584.57149370758
47,1237.756831746773,39584.571501815044
47,1238.457316654383,39584.571509922505
47,1239.157801561993,39584.571518029974
47,1239.858286469603,39584.571526137435
22,1240.558771377213,39584.571534244904
47,1240.558771377213,39584.571534244904
22,1241.2592562848229,39584.571542352365
22,1241.9597411924328,39584.57155045983
22,1242.6602261000428,39584.571558567295
22,1243.3607110076528,39584.57156667476
22,1244.0611959152627,39584.571574782225
22,1244.7616808228727,39584.57158288969
22,1245.4621657304826,39584.57159099715
22,1246.1626506380926,39584.571599104616
22,1246.8631355457023,39584.57160721208
22,1247.5636204533123,39584.57161531954
22,1248.2641053609223,39584.57162342701
22,1248.9645902685322,39584.57163153447
22,1249.6650751761422,39584.57163964194
22,1250.3655600837521,39584.5716477494
22,1251.066044991362,39584.57165585686
22,1251.766529898972,39584.57166396433
22,1252.467014806582,39584.57167207179
26,1286.0902903718593,39584.57206123007
26,1286.7907752794692,39584.57206933754
26,1287.4912601870792,39584.572077445
26,1288.1917450946892,39584.57208555246
26,1288.8922300022991,39584.57209365993
26,1289.592714909909,39584.57210176739
26,1290.293199817519,39584.57210987486
26,1290.993684725129,39584.57211798232
26,1291.694169632739,39584.572126089784
26,1292.394654540349,39584.57213419725
26,1293.095139447959,39584.572142304714
26,1293.7956243555689,39584.57215041218
26,1294.4961092631788,39584.572158519644
33,1296.5975639860085,39584.572182842036
33,1297.2980488936184,39584.572190949504
33,1297.9985338012284,39584.572199056965
39,1297.9985338012284,39584.572199056965
33,1298.6990187088384,39584.57220716443
39,1298.6990187088384,39584.57220716443
33,1299.3995036164483,39584.572215271895
39,1299.3995036164483,39584.572215271895
33,1300.0999885240583,39584.57222337936
39,1300.0999885240583,39584.57222337936
20,1300.8004734316683,39584.572231486825
33,1300.8004734316683,39584.572231486825
39,1300.8004734316683,39584.572231486825
20,1301.5009583392782,39584.57223959429
33,1301.5009583392782,39584.57223959429
39,1301.5009583392782,39584.57223959429
20,1302.2014432468882,39584.57224770175
33,1302.2014432468882,39584.57224770175
39,1302.2014432468882,39584.57224770175
20,1302.9019281544981,39584.57225580922
39,1302.9019281544981,39584.57225580922
20,1303.602413062108,39584.57226391668
39,1303.602413062108,39584.57226391668
