5,0.6697,7.0758
10,0.6840,13.8465
15,0.7002,20.0617
20,0.7732,22.8622
25,0.8840,26.8434
30,0.9248,30.7245
35,1.0092,33.1158
40,1.0733,26.0676
45,1.1295,28.6540
50,1.1613,31.7233
55,1.2248,31.7260
60,1.3101,33.3640
65,1.3653,35.2353
70,1.4194,36.4462
75,1.4251,34.6288
80,1.5006,35.3763
85,1.5907,34.8972
90,1.6039,36.8131
